date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:37:24	114282/114282	---MCZ	200	added ('OK')	text/html	etag:W/%226eb71a6a7b4a37120542482ce031baca%22	https://developer.mozilla.org/en-US/docs/Web/HTML	C:/Code/School/Websites/Front%20End/developer.mozilla.org/en-US/docs/Web/HTML.html	(from https://developer.mozilla.org/en-US/)
09:37:24	260736/260736	---MCZ	200	added ('OK')	text/html	etag:W/%22e9ccf0812acab8110cb1b3dc1d6e2164%22	https://developer.mozilla.org/en-US/docs/Web/CSS	C:/Code/School/Websites/Front%20End/developer.mozilla.org/en-US/docs/Web/CSS.html	(from https://developer.mozilla.org/en-US/)
09:37:24	140805/140805	---MCZ	200	added ('OK')	text/html	etag:W/%22e67674804aef4dac678c60f4907c2a42%22	https://developer.mozilla.org/en-US/docs/Web/JavaScript	C:/Code/School/Websites/Front%20End/developer.mozilla.org/en-US/docs/Web/JavaScript.html	(from https://developer.mozilla.org/en-US/)
09:37:25	143372/143372	---MCZ	200	added ('OK')	text/html	etag:W/%221be1323d65a1097e5b8082d8aa407ea2%22	https://developer.mozilla.org/en-US/docs/Web/HTTP	C:/Code/School/Websites/Front%20End/developer.mozilla.org/en-US/docs/Web/HTTP.html	(from https://developer.mozilla.org/en-US/)
09:37:25	510484/510484	---MCZ	200	added ('OK')	text/html	etag:W/%22e1260e9a1fbf3b683de203105eb065a5%22	https://developer.mozilla.org/en-US/docs/Web/API	C:/Code/School/Websites/Front%20End/developer.mozilla.org/en-US/docs/Web/API.html	(from https://developer.mozilla.org/en-US/)
09:37:26	83005/83005	---MCZ	200	added ('OK')	text/html	etag:W/%223f8444a7705f12003c12c0c0529c82a8%22	https://developer.mozilla.org/en-US/docs/Mozilla/Add-ons/WebExtensions	C:/Code/School/Websites/Front%20End/developer.mozilla.org/en-US/docs/Mozilla/Add-ons/WebExtensions.html	(from https://developer.mozilla.org/en-US/)
09:37:26	132380/132380	---MCZ	200	added ('OK')	text/html	etag:W/%22c41c24211c68cf624348ae6a30e8a6dd%22	https://developer.mozilla.org/en-US/docs/Learn	C:/Code/School/Websites/Front%20End/developer.mozilla.org/en-US/docs/Learn.html	(from https://developer.mozilla.org/en-US/)
09:37:26	110841/110841	---MCZ	200	added ('OK')	text/html	etag:W/%22a9e6c7f0467d9e1d47f762d569410daa%22	https://developer.mozilla.org/en-US/docs/Learn/HTML	C:/Code/School/Websites/Front%20End/developer.mozilla.org/en-US/docs/Learn/HTML.html	(from https://developer.mozilla.org/en-US/)
09:37:26	114505/114505	---MCZ	200	added ('OK')	text/html	etag:W/%223ef24eebce0e6cdc32a6b46c6354a148%22	https://developer.mozilla.org/en-US/docs/Learn/CSS	C:/Code/School/Websites/Front%20End/developer.mozilla.org/en-US/docs/Learn/CSS.html	(from https://developer.mozilla.org/en-US/)
09:37:27	114671/114671	---MCZ	200	added ('OK')	text/html	etag:W/%22a40a027a9a3563755c43c3fe9dded221%22	https://developer.mozilla.org/en-US/docs/Learn/JavaScript	C:/Code/School/Websites/Front%20End/developer.mozilla.org/en-US/docs/Learn/JavaScript.html	(from https://developer.mozilla.org/en-US/)
09:37:27	51485/51485	---MCZ	200	added ('OK')	text/html	etag:W/%22fb002f446273b5dd243c2f2a6025c9bd%22	https://developer.mozilla.org/en-US/docs/Web/Accessibility	C:/Code/School/Websites/Front%20End/developer.mozilla.org/en-US/docs/Web/Accessibility.html	(from https://developer.mozilla.org/en-US/)
09:37:27	32460/32460	---MCZ	200	added ('OK')	text/html	etag:W/%22f8a7e26bd40d686f77e0b0271b43257b%22	https://developer.mozilla.org/en-US/plus	C:/Code/School/Websites/Front%20End/developer.mozilla.org/en-US/plus.html	(from https://developer.mozilla.org/en-US/)
09:37:28	23783/23783	---MCZ	200	added ('OK')	text/html	etag:W/%22f329c434731a6de53544c869e89be09b%22	https://developer.mozilla.org/en-US/plus/ai-help	C:/Code/School/Websites/Front%20End/developer.mozilla.org/en-US/plus/ai-help.html	(from https://developer.mozilla.org/en-US/)
09:37:28	23783/23783	---MCZ	200	added ('OK')	text/html	etag:W/%2274d84c625532d0df56573837d5f5d3a8%22	https://developer.mozilla.org/en-US/plus/updates	C:/Code/School/Websites/Front%20End/developer.mozilla.org/en-US/plus/updates.html	(from https://developer.mozilla.org/en-US/)
09:37:28	26817/26817	---MCZ	200	added ('OK')	text/html	etag:W/%229af46a22ca44cb1f3769d5fab0765f9d%22	https://developer.mozilla.org/en-US/plus/docs/features/overview	C:/Code/School/Websites/Front%20End/developer.mozilla.org/en-US/plus/docs/features/overview.html	(from https://developer.mozilla.org/en-US/)
09:37:29	42432/42432	---MCZ	200	added ('OK')	text/html	etag:W/%2261ccba57348bf20998ed927e62a0fdcb%22	https://developer.mozilla.org/en-US/plus/docs/faq	C:/Code/School/Websites/Front%20End/developer.mozilla.org/en-US/plus/docs/faq.html	(from https://developer.mozilla.org/en-US/)
09:37:29	22556/22556	---MCZ	200	added ('OK')	text/html	etag:W/%22201c24e282aec6a73cd11d0829fa4312%22	https://developer.mozilla.org/en-US/play	C:/Code/School/Websites/Front%20End/developer.mozilla.org/en-US/play.html	(from https://developer.mozilla.org/en-US/)
09:37:29	79283/79283	---MCZ	200	added ('OK')	text/html	etag:W/%220cca1ecc179e89da70ffcbd3e1c2231a%22	https://developer.mozilla.org/en-US/blog/	C:/Code/School/Websites/Front%20End/developer.mozilla.org/en-US/blog/index.html	(from https://developer.mozilla.org/en-US/)
09:37:29	70353/70353	---MCZ	200	added ('OK')	text/html	etag:W/%22be86bd65c9ac353a6c7d633bbd41697b%22	https://developer.mozilla.org/en-US/blog/regular-expressions-reference-updates/	C:/Code/School/Websites/Front%20End/developer.mozilla.org/en-US/blog/regular-expressions-reference-updates/index.html	(from https://developer.mozilla.org/en-US/)
09:37:30	61398/61398	---MCZ	200	added ('OK')	text/html	etag:W/%22868251ab3a1084b4e894a02ea22c21d1%22	https://developer.mozilla.org/en-US/docs/Web/API/Performance_API	C:/Code/School/Websites/Front%20End/developer.mozilla.org/en-US/docs/Web/API/Performance_API.html	(from https://developer.mozilla.org/en-US/)
09:37:30	142901/142901	---MCZ	200	added ('OK')	text/html	etag:W/%22c707e934e46089d66342e2ac66664ed7%22	https://developer.mozilla.org/en-US/blog/aria-accessibility-html-landmark-roles/	C:/Code/School/Websites/Front%20End/developer.mozilla.org/en-US/blog/aria-accessibility-html-landmark-roles/index.html	(from https://developer.mozilla.org/en-US/)
09:37:30	241739/241739	---MCZ	200	added ('OK')	text/html	etag:W/%2213aff1405532e330dc372b715609bf8f%22	https://developer.mozilla.org/en-US/docs/Web/CSS/CSS_nesting	C:/Code/School/Websites/Front%20End/developer.mozilla.org/en-US/docs/Web/CSS/CSS_nesting.html	(from https://developer.mozilla.org/en-US/)
09:37:30	27079/27079	---MCZ	200	added ('OK')	text/html	etag:W/%221c0d9baa604177df813b8e7fb8ca2884%22	https://developer.mozilla.org/en-US/community/spotlight/yuji	C:/Code/School/Websites/Front%20End/developer.mozilla.org/en-US/community/spotlight/yuji.html	(from https://developer.mozilla.org/en-US/)
09:37:30	37512/37512	---MCZ	200	added ('OK')	text/html	etag:W/%225bd69d857a553b8a992292b5884d7dc9%22	https://developer.mozilla.org/en-US/blog/introducing-ai-help/	C:/Code/School/Websites/Front%20End/developer.mozilla.org/en-US/blog/introducing-ai-help/index.html	(from https://developer.mozilla.org/en-US/)
09:37:31	168637/168637	---MCZ	200	added ('OK')	text/html	etag:W/%221bcbde2c6c61fb08054f0d02573633de%22	https://developer.mozilla.org/en-US/blog/introducing-the-mdn-playground/	C:/Code/School/Websites/Front%20End/developer.mozilla.org/en-US/blog/introducing-the-mdn-playground/index.html	(from https://developer.mozilla.org/en-US/)
09:37:31	27818/27818	---MCZ	200	added ('OK')	text/html	etag:W/%2283673c05fee2c538472cfebab3fbda85%22	https://developer.mozilla.org/en-US/community	C:/Code/School/Websites/Front%20End/developer.mozilla.org/en-US/community.html	(from https://developer.mozilla.org/en-US/)
09:37:31	38605/38605	---M--	200	added ('OK')	image/png	etag:%22c8efa6853e2aa971ecf45020a2dfdbcb%22	https://developer.mozilla.org/assets/mdn_contributor.png	C:/Code/School/Websites/Front%20End/developer.mozilla.org/assets/mdn_contributor.png	(from https://developer.mozilla.org/en-US/)
09:37:31	25071/25071	---MCZ	200	added ('OK')	text/html	etag:W/%2277a4f1b09ac9ed8948765331efc1f5b1%22	https://developer.mozilla.org/en-US/about	C:/Code/School/Websites/Front%20End/developer.mozilla.org/en-US/about.html	(from https://developer.mozilla.org/en-US/)
09:37:32	22556/22556	---MCZ	200	added ('OK')	text/html	etag:W/%226a4ee4f2ea8adf7484c725c3ffbfdb92%22	https://developer.mozilla.org/en-US/advertising	C:/Code/School/Websites/Front%20End/developer.mozilla.org/en-US/advertising.html	(from https://developer.mozilla.org/en-US/)
09:37:32	90531/90531	---MCZ	200	added ('OK')	text/html	etag:W/%2271b2828774cad63cbfcf3c1ef16b7724%22	https://developer.mozilla.org/en-US/docs/MDN/Community/Issues	C:/Code/School/Websites/Front%20End/developer.mozilla.org/en-US/docs/MDN/Community/Issues.html	(from https://developer.mozilla.org/en-US/)
09:37:33	56134/56134	---MCZ	200	added ('OK')	text/html	etag:W/%2296d31efae753f21df17905f52f3ba208%22	https://developer.mozilla.org/en-US/docs/MDN/Writing_guidelines/Attrib_copyright_license	C:/Code/School/Websites/Front%20End/developer.mozilla.org/en-US/docs/MDN/Writing_guidelines/Attrib_copyright_license.html	(from https://developer.mozilla.org/en-US/)
09:37:33	111116/111116	---M--	200	added ('OK')	image/jpeg	etag:%221b20c-5fec86b57dcaf%22	https://frontend.webontwerp.ucll.be/assets/jeremy-bishop-G9i_plbfDgk-unsplash.jpg	C:/Code/School/Websites/Front%20End/frontend.webontwerp.ucll.be/assets/jeremy-bishop-G9i_plbfDgk-unsplash.jpg	(from https://frontend.webontwerp.ucll.be/assets/styles/stijl.css)
09:37:33	1253/1253	---M--	200	added ('OK')	image/svg+xml	etag:%224e5-5fec86b576f4e%22	https://frontend.webontwerp.ucll.be/assets/person-svgrepo-com.svg	C:/Code/School/Websites/Front%20End/frontend.webontwerp.ucll.be/assets/person-svgrepo-com.svg	(from https://frontend.webontwerp.ucll.be/assets/styles/stijl.css)
09:37:33	1074/1074	---M--	200	added ('OK')	image/svg+xml	etag:%22432-5fec86b55f84b%22	https://frontend.webontwerp.ucll.be/assets/triangle-danger-f-svgrepo-com.svg	C:/Code/School/Websites/Front%20End/frontend.webontwerp.ucll.be/assets/triangle-danger-f-svgrepo-com.svg	(from https://frontend.webontwerp.ucll.be/assets/styles/stijl.css)
09:37:35	1088/1088	---M-Z	200	added ('OK')	text/css	etag:%22637f251b-1d9%22	http://cdnjs.cloudflare.com/ajax/libs/highlight.js/11.7.0/styles/vs2015.min.css	C:/Code/School/Websites/Front%20End/cdnjs.cloudflare.com/ajax/libs/highlight.js/11.7.0/styles/vs2015.min.css	(from https://frontend.webontwerp.ucll.be/tools/)
09:37:36	120762/120762	---M-Z	200	added ('OK')	application/javascript	etag:%22637f251b-a054%22	http://cdnjs.cloudflare.com/ajax/libs/highlight.js/11.7.0/highlight.min.js	C:/Code/School/Websites/Front%20End/cdnjs.cloudflare.com/ajax/libs/highlight.js/11.7.0/highlight.min.js	(from https://frontend.webontwerp.ucll.be/tools/)
09:37:37	34001/34001	---M--	200	added ('OK')	image/png	etag:%2284d1-5fec86b5ed1fe%22	https://frontend.webontwerp.ucll.be/assets/tools/whatsapp-chrome-error.png	C:/Code/School/Websites/Front%20End/frontend.webontwerp.ucll.be/assets/tools/whatsapp-chrome-error.png	(from https://frontend.webontwerp.ucll.be/tools/)
09:37:37	31555/31555	---M--	200	added ('OK')	image/jpeg	etag:%227b43-5fec86b719ea8%22	https://frontend.webontwerp.ucll.be/assets/tools/itworksonmymachine.jpeg	C:/Code/School/Websites/Front%20End/frontend.webontwerp.ucll.be/assets/tools/itworksonmymachine.jpg	(from https://frontend.webontwerp.ucll.be/tools/)
09:37:37	738033/738033	---M--	200	added ('OK')	image/png	etag:%22b42f1-5fec86b61fe85%22	https://frontend.webontwerp.ucll.be/assets/tools/FirefoxDevEd.png	C:/Code/School/Websites/Front%20End/frontend.webontwerp.ucll.be/assets/tools/FirefoxDevEd.png	(from https://frontend.webontwerp.ucll.be/tools/)
09:37:37	749518/749518	---M--	200	added ('OK')	image/png	etag:%22b6fce-5fec86b6ac899%22	https://frontend.webontwerp.ucll.be/assets/tools/VSCode.png	C:/Code/School/Websites/Front%20End/frontend.webontwerp.ucll.be/assets/tools/VSCode.png	(from https://frontend.webontwerp.ucll.be/tools/)
09:37:37	245545/245545	---M--	200	added ('OK')	image/jpeg	etag:%223bf29-5fec86b627b86%22	https://frontend.webontwerp.ucll.be/assets/tools/gimp.jpeg	C:/Code/School/Websites/Front%20End/frontend.webontwerp.ucll.be/assets/tools/gimp.jpg	(from https://frontend.webontwerp.ucll.be/tools/)
09:37:38	257/257	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Jan%202024%2008:37:38%20GMT	https://frontend.webontwerp.ucll.be/HTML_basispg	C:/Code/School/Websites/Front%20End/frontend.webontwerp.ucll.be/HTML_basispg	(from https://frontend.webontwerp.ucll.be/HTML_00_menu/)
09:37:38	658743/658743	---M--	200	added ('OK')	image/png	etag:%22a0d37-5fec86b7269ca%22	https://frontend.webontwerp.ucll.be/assets/tools/webpagetest.png	C:/Code/School/Websites/Front%20End/frontend.webontwerp.ucll.be/assets/tools/webpagetest.png	(from https://frontend.webontwerp.ucll.be/tools/)
09:37:38	12743/12743	---M-Z	200	added ('OK')	text/html	etag:%2231c7-5fec86b208055-gzip%22	https://frontend.webontwerp.ucll.be/HTML_basispg/	C:/Code/School/Websites/Front%20End/frontend.webontwerp.ucll.be/HTML_basispg/index.html	(from https://frontend.webontwerp.ucll.be/HTML_00_menu/)
09:37:38	172815/172815	---M--	200	added ('OK')	image/jpeg	etag:%222a30f-5fec86c80135d%22	https://frontend.webontwerp.ucll.be/assets/html/kat.jpg	C:/Code/School/Websites/Front%20End/frontend.webontwerp.ucll.be/assets/html/kat.jpg	(from https://frontend.webontwerp.ucll.be/HTML_00_menu/)
09:37:38	1470878/1470878	---M--	200	added ('OK')	image/png	etag:%2216719e-5fec86b6df520%22	https://frontend.webontwerp.ucll.be/assets/tools/Filezilla.png	C:/Code/School/Websites/Front%20End/frontend.webontwerp.ucll.be/assets/tools/Filezilla.png	(from https://frontend.webontwerp.ucll.be/tools/)
09:37:38	255/255	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Jan%202024%2008:37:38%20GMT	https://frontend.webontwerp.ucll.be/HTML_emmet	C:/Code/School/Websites/Front%20End/frontend.webontwerp.ucll.be/HTML_emmet	(from https://frontend.webontwerp.ucll.be/HTML_00_menu/)
09:37:38	137447/137447	---M--	200	added ('OK')	image/jpeg	etag:%22218e7-5fec86c677a46%22	https://frontend.webontwerp.ucll.be/assets/html/emmet.jpg	C:/Code/School/Websites/Front%20End/frontend.webontwerp.ucll.be/assets/html/emmet.jpg	(from https://frontend.webontwerp.ucll.be/HTML_00_menu/)
09:37:39	256/256	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Jan%202024%2008:37:39%20GMT	https://frontend.webontwerp.ucll.be/HTML_markup	C:/Code/School/Websites/Front%20End/frontend.webontwerp.ucll.be/HTML_markup	(from https://frontend.webontwerp.ucll.be/HTML_00_menu/)
09:37:39	6587/6587	---M-Z	200	added ('OK')	text/html	etag:%2219bb-5fec86b203234-gzip%22	https://frontend.webontwerp.ucll.be/HTML_emmet/	C:/Code/School/Websites/Front%20End/frontend.webontwerp.ucll.be/HTML_emmet/index.html	(from https://frontend.webontwerp.ucll.be/HTML_00_menu/)
09:37:39	198631/198631	---M--	200	added ('OK')	image/jpeg	etag:%22307e7-5fec86c7e5dd9%22	https://frontend.webontwerp.ucll.be/assets/html/markup.jpg	C:/Code/School/Websites/Front%20End/frontend.webontwerp.ucll.be/assets/html/markup.jpg	(from https://frontend.webontwerp.ucll.be/HTML_00_menu/)
09:37:39	259/259	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Jan%202024%2008:37:39%20GMT	https://frontend.webontwerp.ucll.be/HTML_validatie	C:/Code/School/Websites/Front%20End/frontend.webontwerp.ucll.be/HTML_validatie	(from https://frontend.webontwerp.ucll.be/HTML_00_menu/)
09:37:40	296719/296719	---M--	200	added ('OK')	image/jpeg	etag:%224870f-5fec86c6bcfb0%22	https://frontend.webontwerp.ucll.be/assets/html/validator.jpg	C:/Code/School/Websites/Front%20End/frontend.webontwerp.ucll.be/assets/html/validator.jpg	(from https://frontend.webontwerp.ucll.be/HTML_00_menu/)
09:37:40	255/255	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Jan%202024%2008:37:40%20GMT	https://frontend.webontwerp.ucll.be/HTML_links	C:/Code/School/Websites/Front%20End/frontend.webontwerp.ucll.be/HTML_links	(from https://frontend.webontwerp.ucll.be/HTML_00_menu/)
09:37:40	28025/28025	---M-Z	200	added ('OK')	text/html	etag:%226d79-5fec86b2e6af3-gzip%22	https://frontend.webontwerp.ucll.be/HTML_markup/	C:/Code/School/Websites/Front%20End/frontend.webontwerp.ucll.be/HTML_markup/index.html	(from https://frontend.webontwerp.ucll.be/HTML_00_menu/)
09:37:40	158009/158009	---M--	200	added ('OK')	image/jpeg	etag:%2226939-5fec86c835f24%22	https://frontend.webontwerp.ucll.be/assets/html/rostyslav-kondrat-mxuwZ15w_U8-unsplash.jpg	C:/Code/School/Websites/Front%20End/frontend.webontwerp.ucll.be/assets/html/rostyslav-kondrat-mxuwZ15w_U8-unsplash.jpg	(from https://frontend.webontwerp.ucll.be/HTML_00_menu/)
